name,polis_id,xcoord,ycoord,City_ethnic,Constitution,Region,Size_of_Territory,Demos,Boule,Dikasterion,Gerousia,Nomothetai,Other_Institutions,Total_Institutions,phratriai,demoi,phylai,other_civic_subdivision,Proxenoi,Theorodokoi,Theorodokoi_Type,Panhellenic_Victors,Panhellenic_Victors_Specific_Games,Members_of_the_Delian_League,Stasis,Destruction,Type_of_Destruction,Andrapodismos,Destruction_of_urban_center,Dioikismos,Expulsion_of_population,Population_killed_off,Synoikismos,City_Walls,Political_Architecture,Temple,Theatre,Stoas,Gymnasia,Stadia,Hippodromes,Total_Public_Building_Types,Colonisation
none,none,none,none,none,checkbox,parallel,parallel,binary,checkbox,binary,binary,binary,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,parallel,binary,parallel,binary,parallel,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,parallel,parallel
,,,,,"NR,Dem,Ol,Pol,Tyr,Bas",,,,"val1,val2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216-Plataia,216,23.25,38.25,Plataieus,NR,10,3,1,val1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,12,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1
208-Hysiai,208,23.33333333,38.25,,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
203-Erythrai,203,23.41666667,38.25,,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
148-Kalydon,148,21.5,38.33333333,Kalydonios,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
145-Chalkis,145,21.58333333,38.33333333,Chalkideus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149-Makynea,149,21.75,38.33333333,Makyneus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
150-Molykreion,150,21.75,38.33333333,Molykreus,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
165-Naupaktos,165,21.83333333,38.33333333,Naupaktios,"Ol,Tyr",8,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
167-Tolophon,167,22.25,38.33333333,Tolophonois,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159-Chaleion,159,22.33333333,38.33333333,Chaleieus,NR,8,2,0,val1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
168-Tritea,168,22.33333333,38.33333333,Triteus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173-Antikyra,173,22.58333333,38.33333333,Antikyreus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186-Medeon,186,22.66666667,38.33333333,Medeonios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
195-Trachis,195,22.75,38.33333333,Trachinios,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217-Potniaia,217,23.33333333,38.33333333,Potnieus,Ol,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
221-Thebai,221,23.33333333,38.33333333,Thebaios,Ol,10,5,1,val1,0,0,0,0,2,0,0,0,0,3,1,3,1,15,0,3,1,5,1,1,0,0,0,0,1,0,1,1,1,1,1,1,6,0
220-Tanagra,220,23.58333333,38.33333333,,"Dem,Ol",10,5,0,val1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1
215-Pharai,215,23.66666667,38.33333333,,Dem,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214-Oropos,214,23.75,38.33333333,Oropios,NR,10,3,1,val1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,0
369-Dystos,369,24.16666667,38.33333333,,"Dem,Ol,Tyr",21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
839-Boutheia,839,26.33333333,38.33333333,Boutheieus,34,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841-Chyton,841,26.75,38.33333333,,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847-Klazomenai,847,26.75,38.33333333,Klazomenios,"Dem,Ol",38,3,0,val2,0,0,0,0,0,0,0,0,0,1,1,1,1,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
62-Metauros,62,15.91666667,38.41666667,Mataurinos,Dem,3,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55-Kaulonia,55,16.58333333,38.41666667,Kauloniatas,"Dem,Ol,Tyr",3,3,0,val1,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,0,1,9,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0
122-Ithaka,122,20.66666667,38.41666667,Ithakesios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
130-Oiniadai,130,21.16666667,38.41666667,Oiniadas,NR,6,3,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
153-Pleuron,153,21.41666667,38.41666667,Pleuronios,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146-Halikyrna,146,21.5,38.41666667,,NR,7,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157-Alpa,157,22.16666667,38.41666667,Alpaios,NR,8,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161-Hypnia,161,22.33333333,38.41666667,Hypneus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183-Kirrha,183,22.5,38.41666667,Kirrhaios,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
170-Aiolidai,170,22.75,38.41666667,Aiolideus,NR,9,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193-Stiris,193,22.75,38.41666667,Stirios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
211-Lebadeia,211,22.83333333,38.41666667,Lebadeus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
210-Koroneia,210,22.91666667,38.41666667,Koroneus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0
199-Alalkomenai,199,23,38.41666667,,NR,10,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206-Haliartos,206,23.08333333,38.41666667,Haliartios,Ol,10,2,0,val1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,0
198-Akraiphia/Akraiphnion,198,23.25,38.41666667,Akraiphieus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
212-Mykalessos,212,23.5,38.41666667,Mykalessios,Ol,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365-Chalkis,365,23.58333333,38.41666667,Chalkideus,NR,21,5,0,val1,0,0,0,0,0,0,1,0,0,1,0,0,1,10,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
370-Eretria,370,23.83333333,38.41666667,Eretrieus,NR,21,5,1,val1,0,0,0,0,2,0,1,1,1,3,1,4,1,3,1,5,1,5,1,1,0,0,0,0,1,0,1,1,0,1,0,0,3,6
371-Grynchai,371,24.16666667,38.41666667,Gryncheus,"Dem,Ol,Tyr",21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840-Chios,840,26.16666667,38.41666667,Chios,NR,38,5,1,val2,1,0,0,0,3,1,0,1,1,3,1,7,1,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
845-Erythrai,845,26.5,38.41666667,Erythraios,NR,38,5,1,val2,1,0,0,0,3,0,0,1,2,3,1,1,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0
860-Polichnitai,860,26.58333333,38.41666667,Polichnitia,Dem,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867-Smyrna,867,27.16666667,38.41666667,Smyrnaios,Dem,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,14,0,1,1,1,0,0,1,0,1,0,1,0,0,0,2,0
34-Lipara,34,14.91666667,38.5,Lipariaios,NR,2,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
60-Medma,60,16,38.5,Medmaios,"Dem,Ol",3,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
156-Trichoneion,156,21.5,38.5,Trichonieus,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
143-Aigition,143,22.16666667,38.5,,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158-Amphissa,158,22.33333333,38.5,Amphisseus,Ol,8,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164-Myania,164,22.33333333,38.5,Myaneus,NR,8,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
176-Daulis,176,22.75,38.5,Daulieus,"Dem,Ol",9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
191-Phylgonion,191,22.75,38.5,Phylygoneus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
190-Phanoteus/Panopeus,190,22.83333333,38.5,,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
201-Chaironeia,201,22.91666667,38.5,Chaironeus,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
213-Orchomenos,213,23,38.5,Orchomenios,NR,10,3,0,val1,0,0,0,0,1,0,0,0,0,0,1,3,1,3,0,2,1,5,1,1,0,0,0,0,1,0,1,1,0,0,0,0,2,0
209-Kopai,209,23.16666667,38.5,Kopaieus,Ol,10,3,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
200-Anthedon,200,23.41666667,38.5,Anthedonios,Ol,10,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862-Pteleion,862,26.41666667,38.5,Pteleousios,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177-Delphoi,177,32.5,38.5,Delphos,NR,9,2,1,val1,1,0,0,0,3,1,0,0,1,3,1,3,1,10,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,6,0
124-Koronta,124,21.16666667,38.58333333,Korontaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
128-Matropolis,128,21.25,38.58333333,Matropolites,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
147-Kallion/Kallipolis,147,22.16666667,38.58333333,Kallieus/Kallipolites,NR,7,0,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
187-Neon/Tithorea,187,22.66666667,38.58333333,Ne-/Tithoreus,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
188-Parapotamioi,188,22.83333333,38.58333333,Parapotamios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
169-Abai,169,22.91666667,38.58333333,Abaios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
182-Hyampolis,182,22.91666667,38.58333333,Hyampolios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
207-Hyettos,207,23.08333333,38.58333333,Hyettios,NR,10,2,0,val1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383-Larymna,383,23.25,38.58333333,Larymnaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
819-Leukai,819,26.83333333,38.58333333,Leokates,NR,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821-Melanpagos,821,27.16666667,38.58333333,Melanpagitas,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
820-Magnesia,820,27.41666667,38.58333333,Magnes,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842-Dios Hieron,842,0.45,38.63333333,Diosirites,NR,38,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53-Hipponion,53,16.08333333,38.66666667,Hipponieus,Tyr,3,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
134-Phoitiai,134,21.16666667,38.66666667,Phoitieus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
138-Stratos,138,21.16666667,38.66666667,Stratios,NR,6,2,1,val1,0,0,0,0,2,0,0,0,0,2,1,10,1,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0
117-Derion,117,21.33333333,38.66666667,Derieus,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
142-Agrinion,142,21.33333333,38.66666667,Agrinieus,NR,7,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
133-Phara,133,21.58333333,38.66666667,,NR,6,0,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175-Charadra,175,22.5,38.66666667,Charadraios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
185-Lilaia,185,22.5,38.66666667,Lilaieus,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
172-Amphikaia,172,22.58333333,38.66666667,Amphikleieus,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
181-Erochos,181,22.58333333,38.66666667,Erochos,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
194-Teithronion,194,22.58333333,38.66666667,Teithronios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
184-Ledon,184,22.66666667,38.66666667,Ledontios,NR,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
189-Pedieis,189,22.66666667,38.66666667,Pedieis,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180-Elateia,180,22.83333333,38.66666667,Elateus,NR,9,3,0,val1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
386-Opous,386,23,38.66666667,Opountios,NR,22,2,0,val2,0,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
866-Sidousa,866,26.5,38.66666667,Sidousios,NR,38,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
859-Phokaia,859,26.75,38.66666667,Phokaieus,NR,38,3,0,val2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,2,4
818-Larisa,818,27,38.66666667,Larisaios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0
832-Temnos,832,27.16666667,38.66666667,Temnites,Tyr,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112-Alyzeia,112,20.91666667,38.75,Alyzaios,"Dem,Ol,Tyr",6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140-Torybeia,140,21.08333333,38.75,Torybeieus,"Dem,Ol",6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
129-Medion,129,21.16666667,38.75,Medionios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
178-Drymos,178,22.58333333,38.75,Drymios,NR,9,2,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
197-Troneia,197,22.66666667,38.75,Troneieus,Ol,9,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
384-Naryka,384,22.75,38.75,Narykaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
388-Thronion,388,22.75,38.75,Thronieus,NR,22,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
381-Knemidess,381,22.83333333,38.75,,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378-Alope,378,22.91666667,38.75,Alopaios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382-Kynos,382,23.08333333,38.75,Kynios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
816-Kyllene,816,26.83333333,38.75,,"Dem,Ol,Tyr",37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817-Kyme,817,26.91666667,38.75,Kymaios,NR,37,2,1,val2,0,0,0,0,2,0,0,0,0,0,1,7,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,4
835-Tisna,835,27.08333333,38.75,Tisnaios,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811-Herakleia,811,27.16666667,38.75,Herakleotai,NR,37,0,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126-Leukas,126,20.75,38.83333333,Leukadios,NR,6,4,0,val1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
131-Palairos,131,20.83333333,38.83333333,Palaireus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139-Thyrreion,139,21,38.83333333,Thyrieus,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127-Limnaia,127,21.16666667,38.83333333,Limnaios,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
379-Alponos,379,22.58333333,38.83333333,Alponios,NR,22,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
385-Nikaia,385,22.58333333,38.83333333,Nikaeus,Ol,22,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368-Dion,368,22.83333333,38.83333333,Dieus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374-Orobiai,374,23.25,38.83333333,Orobieus,NR,21,1,0,val1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822-Myrina,822,27,38.83333333,Myrinaios,Dem,37,1,0,val2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73-Terina,73,16.25,38.91666667,Terinaios,"Dem,Ol",3,0,0,val1,0,0,0,0,0,0,0,0,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114-Anaktorion,114,20.83333333,38.91666667,Anaktorieus,NR,6,2,1,val1,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
118-Echinos,118,20.91666667,38.91666667,Echinaios,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120-Herakleia,120,20.91666667,38.91666667,,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119-Euripos,119,21,38.91666667,Euripios,NR,6,1,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116-Astakos,116,21.08333333,38.91666667,Astakenos,NR,6,2,0,val1,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115-Argos,115,21.16666667,38.91666667,Argeios,Tyr,6,3,0,val1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
372-Histiaia/Oreos,372,23.08333333,38.91666667,Histiaieus/Oreites,"Dem,Ol",21,4,0,val1,1,0,0,0,2,0,1,1,0,3,0,0,0,0,1,4,1,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
